Map,Type,Index,Name,Description
Containment Area (E2M2),Blue keycard,143,"Blue keycard","The room with 2 square block in acid",
Containment Area (E2M2),Yellow keycard,144,"Yellow keycard","Blood pool maze where you have to walk following a pattern on ceiling",
Containment Area (E2M2),Red keycard,153,"Red keycard","Behind blue door",
Containment Area (E2M2),Shotgun,160,"Shotgun","On the pillar at spawn",
Containment Area (E2M2),Shotgun,161,"Shotgun","At spawn, first",
Containment Area (E2M2),Armor,165,"Armor","On top of crates",
Containment Area (E2M2),Berserk,250,"Berserk","in the corder of warehouse",
Containment Area (E2M2),Backpack,291,"Backpack","Middle Pillar in the yellow are with 3 pillar",
,,,,
Refinery (E2M3),Plasma gun,12,"Plasma gun","In stairs from the blood pool",
Refinery (E2M3),Backpack,37,"Backpack","Secret area in acid where we can walk around and see inside with vines crawling on it",
Refinery (E2M3),Mega Armor,40,"Mega Armor","In the room with pentagon in the middle",
Refinery (E2M3),Armor,57,"Armor","At spawn, first room on right.The one tucked inside the wall",
Refinery (E2M3),Partial invisibility,67,"Partial invisibility","",
Refinery (E2M3),Supercharge,87,"Supercharge","",
Refinery (E2M3),Blue keycard,90,"Blue keycard","The room with 1 pillar in the middle, where stairs fall into the room from higher up",
Refinery (E2M3),Partial invisibility,110,"Partial invisibility","In front of spawn there is a ""prison"", this one is behind the prison",
Refinery (E2M3),Shotgun,113,"Shotgun","At the end of the nukage area with archs on each side. It's on a little blue stand",
Refinery (E2M3),Berserk,221,"Berserk","At spawn, first room on right. First one in shadow area",
Refinery (E2M3),Chaingun,223,"Chaingun","At spawn, first room on right. The one completely at the back",
,,,,
Deimos Lab (E2M4),Armor,7,"Armor","left - Behind the acid donut central building",
Deimos Lab (E2M4),Partial invisibility,8,"Partial invisibility","right - Behind the acid donut central building",
Deimos Lab (E2M4),Computer area map,39,"Computer area map","Second item, serounded by 8 pillars that go down",
Deimos Lab (E2M4),Armor,40,"Armor","First item, serounded by 8 pillars that go down",
Deimos Lab (E2M4),Blue keycard,74,"Blue keycard","The elevator after the fight with Barron of Hell",
Deimos Lab (E2M4),Yellow keycard,86,"Yellow keycard","in the middle of a room with 4 pillars",
Deimos Lab (E2M4),Supercharge,107,"Supercharge","At the exit, there is an item accessible by a bridge that you can raise",
Deimos Lab (E2M4),Shotgun,109,"Shotgun","Secret to the right of spawn",
Deimos Lab (E2M4),Mega Armor,129,"Mega Armor","",
Deimos Lab (E2M4),Plasma gun,130,"Plasma gun","",
Deimos Lab (E2M4),Backpack,159,"Backpack","When seeing the blue door, go left corridor. In the back there",
Deimos Lab (E2M4),Berserk,174,"Berserk","Bellow, right of the zigzag bridge",
Deimos Lab (E2M4),Partial invisibility,175,"Partial invisibility","First into in The room accessible from a switch from the room with crusher",
Deimos Lab (E2M4),Armor,186,"Armor","In the room with the crusher",
Deimos Lab (E2M4),Chaingun,189,"Chaingun","Second into in The room accessible from a switch from the room with crusher",
Deimos Lab (E2M4),Supercharge,244,"Supercharge","Dark secret area with tons of monsters",
,,,,
Command Center (E2M5),Backpack,3,"Backpack","Spawn, second floor, front door, left item",
Command Center (E2M5),Mega Armor,53,"Mega Armor","Just before the exit, middle room",
Command Center (E2M5),Berserk,57,"Berserk","Spawn, second floor, front door, right item",
Command Center (E2M5),Chaingun,69,"Chaingun","the ""epic bridge"", middle room. Right item",
Command Center (E2M5),Chainsaw,79,"Chainsaw","Pass the ""epic bridge"", door on the left",
Command Center (E2M5),Plasma gun,109,"Plasma gun","on a tall pillar with a raisable bridge, surrounded by acid",
Command Center (E2M5),Computer area map,176,"Computer area map","the ""epic bridge"", middle room. Left item",
Command Center (E2M5),Armor,197,"Armor","Spawn, second floor, left door",
Command Center (E2M5),Armor,233,"Armor","Long room with 3 pillars, first door to the left",
Command Center (E2M5),Partial invisibility,256,"Partial invisibility","Long room with 3 pillars, second door to the left",
,,,,
Halls of the Damned (E2M6),Berserk,10,"Berserk","Across the hazard river. Raised stairs",
Halls of the Damned (E2M6),Blue skull key,13,"Blue skull key","door right to blue door, left at the branch. Left item",
Halls of the Damned (E2M6),Backpack,26,"Backpack","Wooden dark maze, inside wall",
Halls of the Damned (E2M6),Mega Armor,39,"Mega Armor","wooden dark maze, on the right",
Halls of the Damned (E2M6),Computer area map,48,"Computer area map","Fake exit escape corridor",
Halls of the Damned (E2M6),Armor,49,"Armor","octagonal room, right item",
Halls of the Damned (E2M6),Partial invisibility,57,"Partial invisibility","Octagonal room, left item",
Halls of the Damned (E2M6),Yellow skull key,125,"Yellow skull key","one way yellow key area, center",
Halls of the Damned (E2M6),Supercharge,142,"Supercharge","Downstairs the fake exit",
Halls of the Damned (E2M6),Chaingun,143,"Chaingun","""T"" room with crusher at entrance",
Halls of the Damned (E2M6),Plasma gun,173,"Plasma gun","completely at the end of the wooden dark maze",
Halls of the Damned (E2M6),Partial invisibility,217,"Partial invisibility","one way yellow key are, corner item",
Halls of the Damned (E2M6),Red skull key,220,"Red skull key","Wooden dark maze, back door, to the right then left",
Halls of the Damned (E2M6),Shotgun,230,"Shotgun","at spawn, right item",
Halls of the Damned (E2M6),Rocket launcher,232,"Rocket launcher","at spawn, left item",
Halls of the Damned (E2M6),Chainsaw,286,"Chainsaw","door right to blue door, left at the branch. right item (in secret)",
Halls of the Damned (E2M6),Partial invisibility,320,"Partial invisibility","Wooden dark maze, inside a monster closet",
,,,,
Spawning Vats (E2M7),Rocket launcher,29,"Rocket launcher","secret passage in the room with 7 enclosures with acid",
Spawning Vats (E2M7),Backpack,49,"Backpack","Mezzanine",
Spawning Vats (E2M7),Partial invisibility,79,"Partial invisibility","Elevator lookout area of the ""S"" room. Secret area in the back, first item",
Spawning Vats (E2M7),Mega Armor,94,"Mega Armor","Room with rectangular pillar and octagonal ditch around it",
Spawning Vats (E2M7),Chaingun,128,"Chaingun","Enter Blue door, on the right",
Spawning Vats (E2M7),Armor,131,"Armor","Very secret room from cloning room. Go right",
Spawning Vats (E2M7),Red keycard,140,"Red keycard","",
Spawning Vats (E2M7),Yellow keycard,141,"Yellow keycard","elevator ""speaker"" ledge",
Spawning Vats (E2M7),Blue keycard,142,"Blue keycard","""S"" room with 9 pillars. At the end",
Spawning Vats (E2M7),Invulnerability,146,"Invulnerability","Storage room, on top of crate",
Spawning Vats (E2M7),Berserk,160,"Berserk","Storage room",
Spawning Vats (E2M7),Chainsaw,174,"Chainsaw","Very secret room from cloning room. Secret room within",
Spawning Vats (E2M7),Supercharge,199,"Supercharge","Spawn secret that requires blue and red keycards",
Spawning Vats (E2M7),Invulnerability,200,"Invulnerability","cloning tank room (Circular columns in wall)",
Spawning Vats (E2M7),Computer area map,201,"Computer area map","Elevator lookout area of the ""S"" room. Secret area in the back, second item",
Spawning Vats (E2M7),Plasma gun,203,"Plasma gun","Very secret room from cloning room. Go left",
,,,,
Tower of Babel (E2M8),Rocket launcher,16,"Rocket launcher","East room",
Tower of Babel (E2M8),Supercharge,17,"Supercharge","South room",
Tower of Babel (E2M8),Supercharge,18,"Supercharge","West room",
Tower of Babel (E2M8),Mega Armor,36,"Mega Armor","At spawn",
,,,,
Fortress of Mystery (E2M9),Supercharge,18,"Supercharge","Middle of second room in cross shape",
Fortress of Mystery (E2M9),Blue skull key,27,"Blue skull key","Near exit, the door without key required",
Fortress of Mystery (E2M9),Red skull key,28,"Red skull key","Near exit, blue door",
Fortress of Mystery (E2M9),Yellow skull key,29,"Yellow skull key","NEar exit, red door",
Fortress of Mystery (E2M9),Backpack,30,"Backpack","snowflake room, W",
Fortress of Mystery (E2M9),Chaingun,31,"Chaingun","snowflake room, NW",
Fortress of Mystery (E2M9),Plasma gun,32,"Plasma gun","snowflake room, N",
Fortress of Mystery (E2M9),Rocket launcher,33,"Rocket launcher","snowflake room, NE",
Fortress of Mystery (E2M9),Shotgun,34,"Shotgun","snowflake room, SW",
Fortress of Mystery (E2M9),Chainsaw,35,"Chainsaw","snowflake room, S",
Fortress of Mystery (E2M9),Computer area map,36,"Computer area map","snowflake room, SW",
Fortress of Mystery (E2M9),Mega Armor,44,"Mega Armor","Center of spawn room",
,,,,
Hell Keep (E3M1),Shotgun,20,"Shotgun","",
Hell Keep (E3M1),Rocket launcher,46,"Rocket launcher","",
,,,,
Slough of Despair (E3M2),Chaingun,32,"Chaingun","",
Slough of Despair (E3M2),Berserk,37,"Berserk","",
Slough of Despair (E3M2),Mega Armor,76,"Mega Armor","",
Slough of Despair (E3M2),Armor,77,"Armor","",
Slough of Despair (E3M2),Rocket launcher,80,"Rocket launcher","",
Slough of Despair (E3M2),Plasma gun,88,"Plasma gun","",
Slough of Despair (E3M2),Computer area map,154,"Computer area map","",
Slough of Despair (E3M2),Blue skull key,181,"Blue skull key","",
Slough of Despair (E3M2),Supercharge,182,"Supercharge","",
,,,,
Pandemonium (E3M3),Berserk,11,"Berserk","",
Pandemonium (E3M3),Chaingun,14,"Chaingun","",
Pandemonium (E3M3),BFG9000,22,"BFG9000","",
Pandemonium (E3M3),Supercharge,23,"Supercharge","",
Pandemonium (E3M3),Invulnerability,26,"Invulnerability","",
Pandemonium (E3M3),Blue skull key,49,"Blue skull key","",
Pandemonium (E3M3),Mega Armor,66,"","",
Pandemonium (E3M3),Shotgun,73,"Shotgun","",
Pandemonium (E3M3),Armor,85,"Armor","",
Pandemonium (E3M3),Backpack,88,"Backpack","",
Pandemonium (E3M3),Computer area map,92,"Computer area map","",
Pandemonium (E3M3),Mega Armor,113,"Mega Armor","",
Pandemonium (E3M3),Shotgun,118,"Shotgun","",
Pandemonium (E3M3),Rocket launcher,183,"Rocket launcher","",
,,,,
House of Pain (E3M4),Shotgun,5,"Shotgun","",
House of Pain (E3M4),Berserk,15,"Berserk","",
House of Pain (E3M4),Mega Armor,17,"Mega Armor","",
House of Pain (E3M4),Chaingun,46,"","",
House of Pain (E3M4),Invulnerability,51,"","",
House of Pain (E3M4),Blue skull key,87,"Blue skull key","",
House of Pain (E3M4),Armor,100,"Armor","",
House of Pain (E3M4),Yellow skull key,114,"Yellow skull key","",
House of Pain (E3M4),Invulnerability,121,"Invulnerability","",
House of Pain (E3M4),Red skull key,134,"Red skull key","",
House of Pain (E3M4),Backpack,160,"Backpack","",
House of Pain (E3M4),Mega Armor,170,"Mega Armor","",
House of Pain (E3M4),Partial invisibility,182,"Partial invisibility","",
House of Pain (E3M4),BFG9000,206,"BFG9000","",
House of Pain (E3M4),Supercharge,220,"Supercharge","",
House of Pain (E3M4),Armor,242,"Armor","",
House of Pain (E3M4),Rocket launcher,243,"Rocket launcher","",
House of Pain (E3M4),Armor,318,"Armor","",
,,,,
Unholy Cathedral (E3M5),Blue skull key,54,"Blue skull key","",
Unholy Cathedral (E3M5),Chaingun,55,"Chaingun","",
Unholy Cathedral (E3M5),Plasma gun,86,"Plasma gun","",
Unholy Cathedral (E3M5),Supercharge,87,"Supercharge","",
Unholy Cathedral (E3M5),Yellow skull key,89,"Yellow skull key","",
Unholy Cathedral (E3M5),Invulnerability,90,"Invulnerability","",
Unholy Cathedral (E3M5),Berserk,126,"Berserk","",
Unholy Cathedral (E3M5),Partial invisibility,129,"Partial invisibility","",
Unholy Cathedral (E3M5),Chainsaw,133,"Chainsaw","",
Unholy Cathedral (E3M5),BFG9000,180,"","",
Unholy Cathedral (E3M5),Shotgun,187,"Shotgun","",
Unholy Cathedral (E3M5),Shotgun,190,"Shotgun","",
Unholy Cathedral (E3M5),Rocket launcher,218,"Rocket launcher","",
Unholy Cathedral (E3M5),Supercharge,285,"Supercharge","",
,,,,
Mt. Erebus (E3M6),Mega Armor,38,"Mega Armor","",
Mt. Erebus (E3M6),Armor,53,"Armor","",
Mt. Erebus (E3M6),Backpack,90,"Backpack","",
Mt. Erebus (E3M6),Invulnerability,100,"Invulnerability","",
Mt. Erebus (E3M6),Chaingun,103,"Chaingun","",
Mt. Erebus (E3M6),Shotgun,104,"Shotgun","",
Mt. Erebus (E3M6),Rocket launcher,105,"Rocket launcher","",
Mt. Erebus (E3M6),Plasma gun,168,"Plasma gun","",
Mt. Erebus (E3M6),Armor,180,"Armor","",
Mt. Erebus (E3M6),Berserk,206,"Berserk","",
Mt. Erebus (E3M6),Invulnerability,207,"Invulnerability","",
Mt. Erebus (E3M6),Supercharge,249,"Supercharge","",
Mt. Erebus (E3M6),Blue skull key,250,"Blue skull key","",
Mt. Erebus (E3M6),Blue skull key,251,"Blue skull key","",
Mt. Erebus (E3M6),Computer area map,267,"Computer area map","",
Mt. Erebus (E3M6),Chainsaw,273,"Chainsaw","",
Mt. Erebus (E3M6),Supercharge,326,"Supercharge","",
,,,,
Limbo (E3M7),Blue skull key,22,"Blue skull key","",
Limbo (E3M7),Supercharge,49,"Supercharge","",
Limbo (E3M7),Rocket launcher,51,"Rocket launcher","",
Limbo (E3M7),Red skull key,57,"Red skull key","",
Limbo (E3M7),Backpack,60,"Backpack","",
Limbo (E3M7),Plasma gun,65,"Plasma gun","",
Limbo (E3M7),Armor,67,"Armor","",
Limbo (E3M7),Yellow skull key,69,"Yellow skull key","",
Limbo (E3M7),Armor,83,"Armor","",
Limbo (E3M7),Mega Armor,112,"Mega Armor","",
Limbo (E3M7),BFG9000,128,"BFG9000","",
,,,,
Dis (E3M8),Rocket launcher,7,"Rocket launcher","",
Dis (E3M8),Plasma gun,8,"Plasma gun","",
Dis (E3M8),Mega Armor,34,"Mega Armor","",
,,,,
Warrens (E3M9),Shotgun,20,"Shotgun","",
Warrens (E3M9),Rocket launcher,46,"Rocket launcher","",
Warrens (E3M9),Rocket launcher,99,"Rocket launcher","",
Warrens (E3M9),Supercharge,101,"Supercharge","",
Warrens (E3M9),Blue skull key,108,"Blue skull key","",
Warrens (E3M9),Berserk,114,"Berserk","",
Warrens (E3M9),Invulnerability,120,"Invulnerability","",
Warrens (E3M9),Partial invisibility,121,"Partial invisibility","",
Warrens (E3M9),Chaingun,122,"Chaingun","",
Warrens (E3M9),Plasma gun,135,"Plasma gun","",
Warrens (E3M9),Invulnerability,138,"Invulnerability","",
Warrens (E3M9),Armor,139,"Armor","",
Warrens (E3M9),Chainsaw,140,"Chainsaw","",
Warrens (E3M9),BFG9000,141,"BFG9000","",
Warrens (E3M9),Red skull key,143,"Red skull key","",
Warrens (E3M9),Supercharge,188,"Supercharge","",
